,name,status
5980,فياض صمصام حمزة,1
35080,باسقة ربيح فصيح,0
29161,ظافرة أحلام سالي,0
28664,مناحة فتحي أبان,0
15317,كاظمة ناصر المثنى,1
10265,رابح حجاب زبير,1
32546,تجاج سمرو لباب,0
18687,أملة هائل نظير,1
34351,رزينة ليال نصاحة,0
22544,هانئة شريفة ليلى,0
30832,باسطة رولا إمداد,0
1283,شبيب سفيان هجرس,1
12358,سرور أمير بهيس,1
18211,حنظلة جبر حمدان,1
2776,ذياب فاخر هانئ,1
15531,ذكية رعد غزوان,1
3546,أمجاد شبل أدغم,1
10773,جوى نواف عبدالرحمن,1
1711,ناصيف منقذ رافي,1
27909,سعد سميرة مقبلة,0
9768,زبير مضر مرهج,1
34715,رامي ليلى سمراء,0
21719,كنعان آلاء وسيمة,0
28137,مروة ذبيانة أسمى,0
25209,أخزخ أرجوشن رضزان,0
26810,مرح أزهار حسنية,0
12381,منذرة مسفر زغلول,1
24202,وميض فيضية إيناس,0
2459,سمعان خباب قيس,1
10063,فتون قطامي عريب,1
13377,منصفة ساجر معطي,1
5969,غزوان فاروق شيبة,1
18120,مبارك خير سعيد,1
8923,إيماء عبيد عزت,1
13778,راجي غصاب عرفة,1
25671,بشرى أمارة ثبادة,0
8162,أمارة ناهل ناصر,1
32115,حجاب انسجام حفصة,0
4977,مقبلة كليم عفان,1
20645,مرهفة مثابة مجيدة,0
7254,زبيدة رحال ناصف,1
20079,ممدوحة مخرسيل يزيد,0
34109,انشقار أملة سكين,0
3594,رافية حاتم بهلول,1
10650,ناصر حمدان فاخر,1
4730,الجوري أنور عراب,1
33176,فاضل رجاء جيهان,0
27241,عاور قطامي ءشيق,0
34006,كرم أوها زينب,0
3681,آمال فضل منير,1
22738,غلا مينا كاتيا,0
20700,لانا فادي عمير,0
13662,عفان وهبة عبودة,1
24155,لميس راتب هرثمة,0
17710,بجير غانم ذكوان,1
10344,لبيب نديم علاء الدين,1
22673,عرفة ذكوان سويد,0
9690,أنيسة عبادة فاضل,1
25968,طريف عوني فضيل,0
34604,بلدرة رفيف حماد,0
6800,ثوبة شمس الدين حنشل,1
21444,آية مضر سكينغ,0
5018,سيف ناصيف فالح,1
2434,راسخ مثاب قسام,1
5290,فضل منجد باهر,1
24363,كريمة رصينة آلاء,0
28542,أشجان سلمة نبيه,0
7685,وهاب نزار حسين,1
13442,داود مثاب عبدالحميد,1
8892,شديد إيهاب فرج,1
18682,إدراك سالم فوزي,1
10733,أمواج رماح أسمر,1
10719,سامية أسعد سهيل,1
30963,وسرف سلام إيلاء,0
21834,كليم هانئة رولا,0
4019,عجاج فتحي نديم,1
23673,نرجس زبيدة طريج,0
17207,صافي منعم فراس,1
4665,حجر فائز صادح,1
15455,حسنين مخلد حيوة,1
30215,أمامة أميرة رضا,0
28600,حنبل أمنية صفية,0
27272,راضي ضياء مهيب,0
28038,رائد بازعة رضوة,0
31220,جريج فلوة شارد,0
12737,زبيدة غيث شادي,1
3902,أنوف مخلد نوار,1
15813,كاسب جساس رضي,1
29820,هيثم منعهى عبدالخالق,0
13929,جبر منتصر حسون,1
1245,أسارير لؤي شيبان,1
36059,رؤوف شدسد ناصر,0
21451,بثينة ذبيانة شارد,0
5971,بارزة عباس مطاع,1
36444,ورد شريفة بحرية,0
19691,قطب مخلص قاهر,1
7294,جيداء طامح بهاء,1
10869,سلوى رباح راجح,1
27867,أملة حجاب راسخة,0
17218,نعمة عبدالجليل إسماعيل,1
5757,رمزي خليوي صبيح,1
26838,غسيب أبو بكر لبرا,0
34836,سدر أنسوقة مرهفة,0
9695,جساس رافق مثاب,1
27628,حجر زبيدة تيسير,0
32735,فواز جهم معطي,0
11230,زينة كامل حاشد,1
17409,وديع رجب نبال,1
19715,مطاعة براء صارم,1
6380,وفيق ناصيف نواف,1
33814,يعقوب البرا حسين,0
31037,نسيم ازدهار ظافرة,0
33465,جودة بليغة أحلام,0
6384,فادية ميثم رزق,1
12695,عواد حاتم شوكت,1
25207,فهيد عقال عازذ,0
6128,البندري حاتم ميمون,1
16570,انشراف سعود كامل,1
32645,مناصف أميرة وليفة,0
15045,بسيم رضي عقيل,1
12226,وتين عبدالرؤوف عدوان,1
29494,موشدي افتخار بسامة,0
16653,جعفر نصير فتوح,1
6097,نامي أكبر شديد,1
33932,بلقيس نعيم كفى,0
4148,فنن عجم عراب,1
30080,مجيدة يعقوب شفية,0
30210,مجيدة ناهية سلمى,0
5922,ظافر باسم تامر,1
29786,رولا انشراف أطياف,0
7236,ازدهار علوان هواري,1
14868,ناصحة حماد خلدون,1
1049,فكرية رباح المثنى,1
7394,اعتماد محرم غافر,1
28397,ظبدالغفور غادة كوثر,0
27077,مسغ اعىماد شيةة,0
32567,إقبال رضيى عز,0
10420,نسيم مطر راشد,1
6028,عبدربه أحنف ساري,1
8022,أميرة ساهر سميع,1
4164,تماضر صبيح فضل,1
28739,ماهرة رزينة رافية,0
13579,زيان مهيب قبيصة,1
13316,ثنيان عون عائد,1
25931,فائز نورا رفيدة,0
228,سادن فرج أمين,1
17275,مخلصة منصف شكور,1
12641,عبلة رضا طاهر,1
20552,خولة سهاد بارزة,0
29114,كذيت مدثر ميادة,0
27001,سلطانة فيضي مولود,0
19514,حجاب ريان رامز,1
1158,مناصف شافي بهيج,1
13689,معتصم تركي حسنين,1
14351,شعيب ثائر ركين,1
28870,منذرة مهات الريم,0
5442,بليغ فضل كلاب,1
6237,معتوق بكري ساجي,1
33669,أفنان أنغم شاهدة,0
3869,سالي مزهر رشوان,1
2468,شعبة كارم بندر,1
22592,معد شاكرة فاتن,0
15038,ورد فكرت مطلق,1
10257,إحسان حفص رضي,1
25760,نجيحة مطلق فتيحة,0
10475,لماح إدريس رفعت,1
8424,عفاف عنبر بادي,1
25008,شيبان خليوى إحسان,0
15738,آمال رصين كعب,1
8851,ذاكر دعيج عباد,1
4021,ميار مجاهد فصيح,1
33866,نشأت وسيمة راقية,0
12165,ليال فخري ناظم,1
9178,نسيب أخضر فارض,1
23191,مدرك راجحة لمى,0
11096,مظفر نادر غافر,1
10036,غيث صبيح نجاد,1
6751,ريا جلال صافي,1
14124,فنن وسام باسق,1
6818,كاسب مسعود مهدي,1
25424,ةروى نجدة عطا,0
18708,نجدت جدعان وديع,1
35553,كنىان فاتح مشتاق,0
32347,باسطة أنغاي فاطمة,0
9353,مناع مصلح عوف,1
10943,بكار هشام فارض,1
14775,فاخر نشأت عبيدة,1
8413,أمل عويس ربيح,1
28027,نبيو بثينة طامحة,0
28091,سندس إيحاء لهيفة,0
12101,رضا أكمل مسعود,1
10958,حمزة عزب نصوح,1
20250,أدعج باجل مهرة,0
3970,سامي منعم رويشد,1
4113,غلام حفص عبدالمنعم,1
12080,شاهدة شاري حاتم,1
31600,صفوان رائف اىعابدين,0
33169,رزين لباضة عدوان,0
30364,مسلمة خولة كاملة,0
27943,ريان ابتسام فادية,0
21206,لينا فخرية أنظار,0
19607,إيتاء نامي بديع,1
15842,ريمة سامي عشير,1
21590,إسعاد سعدون رافع,0
24640,سلامة هاجر متام,0
10957,طلال مرثد هاشم,1
32920,عائشة أفكار مجيبة,0
14874,رامة ضرار عنبر,1
19628,نورس جمعان غزوان,1
34400,أئلم سامية جؤيد,0
29076,جميل أحمد فكرت,0
6986,جواد رابح باشق,1
633,عكلة مرسي صارم,1
12355,فياض بكري خليفة,1
35756,أبرار زيدان غصاب,0
26793,سهاد عأدالشكور نسيب,0
32683,أحلام أنغم ثوبة,0
22243,صعا موهبء رضوض,0
20129,عبدالجميل مشرف رافد,0
34017,وميض ستاق أفكار,0
6728,مقرن عجم منيع,1
161,باهر حمد بهاء,1
17336,آية شريح مطاع,1
21514,محجن رفيدة تيسير,0
17340,ثراء بشير باز,1
31401,متحة لباب سالي,0
24693,عبدالقادر عحاري مخلو,0
25974,نظيرة سؤدد امتياز,0
15457,لميس نذير رابح,1
33125,مشعل فرناس حؤزة,0
24420,ولاء الدين ميساء قنعم,0
20372,وفاء أناة شيماء,0
29801,تراد أمين رشفد,0
8766,ألطاف فكري رسول,1
34672,عتابة تللب كبدالوهاب,0
15360,إكليل نجدة رفيق,1
30633,كاتيا أمامة مقبلة,0
26289,هبيشة حياة رجاء,0
14625,بشير جامع نوح,1
34516,رافع مطاعة زيانة,0
7072,وهبة نوفل ممدوح,1
1516,مهيوب نصرة حمزة,1
26150,هاةئة جليل أنيسة,0
718,طارق عبدالبصير كنان,1
18013,جابر نواف عبدالحق,1
29902,زفر سنيحة إقبال,0
13674,رفيدة فريز سمير,1
14940,حازم ثروان تيسير,1
11383,بشار ليث جنادة,1
14194,برهان غافر مناف,1
3550,رفاعة تواب عبدالظاهر,1
11611,نجوانة سلام عاطف,1
6122,بكار قابس جمعان,1
6038,فاتك مولود حسنى,1
3856,سحيم سحيم فرج,1
2553,إيناس رافد هادي,1
13659,الجوهرة ناجي البراء,1
12920,سفيانة نهشل قطب,1
34747,عمرو نوار رياض,0
9846,حزام طموح أشجع,1
802,ناجح نائل فرحات,1
25585,لبيب فتإي سمير,0
16572,ثراء وهبة عبدالله,1
28903,وميض لميس قطام,0
14599,ليث مزن صبيح,1
35087,جوءي دلال موث,0
7959,بلقيس عدي اصف,1
30989,إيمان مجيبة تيمة,0
24366,نظيرة رشا ضياء,0
28382,كمال عكاشة جروان,0
12898,إكليل رمضان مظهر,1
19398,حسن نظير فخري,1
22889,ميغونة عقل رامة,0
10400,رحاب وهاب غالي,1
20416,سونيا نديم مشعل,0
3625,بشير رابح مرداس,1
26756,ريا اعتماد تنال,0
21391,أرقذ عوض موهبة,0
6353,عبير جليل بسيم,1
26360,مخلف بازعة مناحة,0
26375,زريبة عمران معتوق,0
16446,ستار كاظم سهيل,1
2632,نعيم منتصر عباد,1
30804,ضيف أفنان صتا,0
29580,ثويبة زيدان فاخر,0
418,نوري قاهر أزور,1
26653,سلامة نوصس حسين,0
33158,حسام شداد ابحبيب,0
25070,مهيب سكينة سالي,0
8965,آية منير لمعي,1
22221,رائف وديعة مارسيل,0
11902,إيثار مطلق رئيف,1
3980,فضيل شجاع يعقوب,1
160,وسيمة مغيرة لطيف,1
7048,ألطاف قثم عوف,1
3370,أديب عنترة باهر,1
16351,تميم سيار فليح,1
24632,قساغ قسام طيب,0
33120,مجتبى سلمة زهير,0
36928,حمدان تودد آمنة,0
36651,تميم بليغ متمم,0
10001,إيتاء فيضي مجير,1
36002,مكدي يزيد ءادح,0
14142,أملة فائز مبشر,1
1628,عبدالرؤوف كاسب زيد,1
23249,منيع فوزية أشجان,0
24177,سؤدد ازدهار بهيجة,0
16597,ريناد مراد عبدالسلام,1
2447,مهند ثائر قدامة,1
21953,سليم ثوابة نجوانة,0
7052,سيف عليم لمعي,1
62,سديم رسول ذباح,1
9366,إيحاء نجيب لطيف,1
32669,أنسوقة تيسير إيحاء,0
9152,نوح منيع فواز,1
8551,يمن إحسان مجير,1
23994,ليلى شامخ حمدان,0
12079,إيثار غيلان المثنى,1
1594,لجين شهاب عايض,1
4119,لجين رمضان شوقي,1
36964,ةيان عبدالهادي سامح,0
15675,ميس فارض ذياب,1
33650,سعدة امتثال آيات,0
14630,كامل ناصر ساهر,1
35183,منصفة سها كريمة,0
24369,مغوار شجاو رطب,0
3403,سامية سامح أنمار,1
4944,بكر تركي عبودة,1
23940,أإقر لمام بلتل,0
34286,باسقة زكية ميساء,0
25309,دعيج عمران علوان,0
30764,مرتضى مروة بارية,0
5795,سكينة ساهد أغلب,1
17666,مرزوق إمام خلوق,1
20557,وديعة خزامى وهبة,0
30236,مرح نجوانة بارعة,0
36943,كنعان بثينة هديل,0
27805,أمية زهرة آمنة,0
7914,تليد حمزة حسام,1
19726,عبدربه نسيب عبدالخالق,1
11744,افتكار بندر نصرت,1
33521,متام سبع مدرك,0
27294,فريز معطية ربعة,0
23396,ؤذير دانية ماضي,0
4877,أفنان عامر أبلج,1
15943,رسمية خليل نزيه,1
34682,خليفن شكري غكد,0
9320,ليان عبدالرب راغب,1
10826,مثابة رمزي أحنف,1
9162,رشا جودت أخزم,1
27755,كنعان حافظ رشيد,0
11570,ريماس عبدالحي حارث,1
35275,أنس أفراح سبيعة,0
14120,راغب كافي أدهم,1
31026,فراس ثعار بشاير,0
31087,نليف أمواج عارف,0
7677,نبيلة لباب عبدالشكور,1
3357,باسقة هاشم وهبة,1
18547,عصام نصر هاشم,1
31813,عوني أوصاف لبانة,0
24190,ريماس بشرر بؤرع,0
12698,باركة نزيه عبدالسلام,1
12318,عبدالمنان زيدون سلطان,1
27251,بهيس لمى سمراء,0
24353,عهئ سيسير نبيل,0
837,راغبة ميار جنادة,1
2108,ركان العابدين فاضل,1
17968,منجد نجا عمير,1
36886,أميح عدلي امتياز,0
14180,غفار أمجد مطلب,1
13850,حوراء عمران كليم,1
10534,قدامة ملهم نوار,1
8945,صفية جذيمة علوان,1
17897,نزيه ضاري رهيف,1
25169,وليفة حنبل هاشم,0
36679,عدنان سيرين رؤيق,0
21625,أشهم شافع ابفاهيم,0
22653,عز بارزة نصر,0
12264,أغاريد عبدالعظيم تليد,1
34134,عنتبة منذرة الجولرة,0
13445,اعتماد هشيم ناصح,1
33940,عبدالجميل جودت ظدم,0
27403,أهداف بكار مغيرة,0
13531,إسحاق متعب محمود,1
13799,حنشل زيد مدلج,1
21493,راسخة شاكر غازي,0
29684,فكري جيداء حفصة,0
10730,إيثار نبال رافل,1
29007,تغاني إيهاب غطاس,0
31073,راقيظ مستور شهم,0
25759,خباب تودد فضل,0
18807,بارزة قتيبة ضيف,1
6393,رزان عنبسة بشار,1
24954,هانئ رخاء إيناس,0
13169,حزم ربيح كارم,1
5154,عثمان ناظم حسين,1
22891,راغبة رداح ماهرة,0
24311,حمدان سبيعة أسارير,0
24998,منذم عوض شاىي,0
22751,عجاج ثراء رابح,0
21264,مدركة عزة مفتاح,0
1207,كاسب نصير شيبة,1
12854,ثوبة جعفر عرين,1
21096,لمعى عتدالغني حكة,0
104,آيات خميس ريان,1
24554,نصر رنيم وليفة,0
16966,سكين شهاب متعب,1
11758,كرم نجم مبارك,1
16754,عباد عابدة حسني,1
11002,كنزى نضال مفتاح,1
